Jog	Khamaj/Kafi	[10, 1, 3, 7, 8, 8, 7, 8, 3, 6, 3, 1, 3, 6, 6, 3, 1, 1, 3, 10, 1, 10, 10, 7, 8, 10, 1, 3, 7, 8, 10, 1, 1, 10, 7, 8, 3, 7, 8, 1, 10, 10, 8, 6, 6, 3, 1, 6, 6, 3, 3, 6, 3, 1, 10, 1, 3, 7, 3, 7, 8, 10, 1, 3, 7, 8, 1, 3, 7, 8, 3, 7, 8, 10, 8, 10, 1, 3, 6, 1, 3, 7, 8, 10, 1, 3, 6, 3, 6, 10, 1, 3, 7, 3, 7, 8, 10, 1, 8, 8, 10, 1, 1, 10, 8, 7, 7, 7, 8, 10, 10, 3, 7, 8, 10, 1, 1, 10, 10, 3, 1, 3, 10, 1, 10, 8, 7, 8, 3, 6, 1, 3, 7, 3, 7, 8, 10, 1, 10, 8, 6, 1, 3, 6, 6, 3, 8, 7, 8, 1, 10, 10, 3, 1, 1, 3, 1, 10, 10, 1, 3, 7, 3, 1, 10, 7, 8, 1, 10, 10, 3, 3, 1, 3, 7, 7, 7, 8, 8, 3, 6, 3, 1, 3, 6, 3, 1, 10, 1, 10, 7, 8, 10, 7, 8, 8, 10, 1, 3, 6, 3, 1, 6, 3, 1, 10, 1, 10, 7, 8, 7, 7, 8, 10, 1, 3, 7, 8, 10, 1, 3, 7, 10, 10, 1, 6, 1, 3, 7, 8, 1, 10, 8, 1, 10, 7, 8, 7, 3, 1, 10, 1, 3, 6, 3]
Jogiya	Bhairav	[3, 4, 4, 8, 10, 11, 11, 3, 2, 3, 3, 3, 3, 3, 2, 11, 11, 10, 8, 10, 1, 10, 1, 11, 11, 10, 8, 7, 8, 7, 8, 7, 8, 10, 10, 8, 7, 8, 7, 4, 3, 4, 4, 8, 8, 10, 10, 11, 10, 11, 10, 8, 10, 8, 8, 10, 11, 11, 3, 2, 3, 2, 3, 2, 3, 4, 3, 3, 1, 11, 11, 10, 11, 10, 10, 8, 10, 10, 10, 1, 10, 1, 10, 1, 10, 1, 11, 11, 8, 7, 8, 7, 8, 7, 8, 10, 8, 7, 8, 7, 4, 4, 3]
Kafi	Kafi	[3, 5, 6, 8, 10, 0, 3, 1, 1, 0, 3, 3, 1, 1, 0, 0, 10, 10, 8, 6, 5, 3, 3, 3, 5, 5, 5, 8, 5, 8, 6, 5, 6, 5, 8, 8, 10, 0, 10, 8, 10, 3, 1, 1, 0, 10, 8, 6, 5, 7, 5, 5, 8, 8, 0, 0, 0, 1, 0, 1, 0, 10, 1, 0, 10, 0, 3, 0, 1, 6, 5, 3, 1, 0, 10, 8, 10, 3, 1, 0, 10, 8, 6, 5, 6, 5, 3, 1, 3, 8, 5, 8, 5, 8, 10, 1, 1, 0, 10, 8, 5, 6, 5, 8, 8, 10]
Kedar	Bilaval/Kalyan	[3, 2, 3, 5, 2, 3, 8, 8, 7, 8, 7, 8, 7, 7, 9, 10, 10, 10, 9, 0, 0, 10, 0, 9, 10, 10, 9, 10, 9, 0, 10, 0, 10, 8, 8, 8, 7, 8, 7, 10, 9, 0, 10, 8, 5, 5, 5, 3, 8, 7, 10, 9, 10, 10, 10, 9, 2, 0, 0, 0, 10, 10, 10, 9, 0, 10, 10, 3, 3, 3, 8, 7, 10, 9, 10, 0, 10, 9, 10, 10, 3, 3, 0, 0, 3, 2, 3, 5, 3, 5, 3, 2, 3, 2, 0, 0, 0, 10, 9, 10, 9, 10, 0, 2, 3, 0, 10, 10, 10, 9, 0, 10, 8, 8, 8, 7, 8, 7, 10, 9, 0, 10, 8, 7, 5, 5, 3, 3, 2, 2, 3]
Khamaj	Bilaval/Khamaj	[3, 3, 7, 8, 7, 10, 0, 1, 0, 0, 2, 3, 2, 3, 10, 3, 2, 5, 3, 2, 3, 1, 0, 8, 8, 10, 0, 10, 0, 10, 8, 7, 10, 8, 7, 8, 7, 7, 8, 7, 5, 7, 2, 2, 3, 2, 3, 7, 8, 7, 7, 10, 10, 10, 0, 10, 8, 7, 8, 7, 5, 3, 7, 8, 0, 0, 10, 0, 0, 1, 0, 1, 0, 10, 0, 7, 8, 10, 0, 2, 3, 10, 3, 2, 5, 3, 1, 0, 10, 8, 10, 0, 8, 7, 5, 3, 7, 8, 10, 0, 10, 0, 3, 2, 3, 7, 8, 1, 0, 0, 1, 0, 10, 0, 1, 0, 0, 2, 3, 2, 3, 3, 2, 3, 2, 3, 7, 7, 5, 5, 7, 8, 8, 7, 7, 2, 2, 5, 3, 2, 3, 1, 0, 10, 10, 0, 1, 10, 0, 1, 0, 10, 8, 10, 0, 3, 2, 5, 3, 2, 3, 1, 0, 10, 7, 8, 7, 5, 3, 7, 8, 10, 7, 8, 7, 7, 5, 3, 2, 3]
Lalit	Purvi/Bhairav	[4, 3, 2, 3, 2, 4, 7, 8, 11, 2, 2, 3, 3, 3, 3, 2, 4, 2, 11, 11, 9, 11, 9, 11, 9, 11, 9, 8, 8, 9, 7, 4, 7, 4, 4, 3, 11, 3, 2, 4, 3, 2, 4, 7, 8, 8, 7, 8, 7, 8, 7, 8, 9, 8, 8, 8, 9, 8, 9, 8, 7, 7, 9, 9, 11, 9, 11, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 11, 9, 11, 3, 2, 4, 2, 4, 2, 11, 11, 9, 9, 11, 11, 9, 11, 9, 8, 8, 7, 8, 9, 8, 7, 8, 9, 8, 7, 7, 4, 9, 7, 7, 4, 4, 3]
Malkauns	Asavari	[3, 6, 8, 1, 11, 1, 1, 3, 3, 1, 1, 11, 11, 8, 6, 6, 6, 3, 6, 3, 1, 1, 3, 3, 11, 11, 1, 3, 6, 3, 1, 3, 8, 6, 3, 6, 8, 8, 11, 1, 1, 3, 1, 11, 1, 3, 1, 6, 3, 1, 11, 11, 8, 1, 11, 1, 3, 11, 3, 1, 1, 3, 3, 1, 3, 6, 3, 6, 3, 1, 3, 6, 3, 6, 3, 1, 11, 11, 6, 8, 11, 8, 3, 6, 8, 6, 1, 3, 6, 3, 6, 3, 2, 3, 6, 3, 6, 3, 1, 11, 1, 1, 3]
Manj khamaj	Bilaval/Khamaj	[3, 5, 7, 5, 7, 10, 8, 7, 10, 3, 0, 2, 3, 3, 3, 0, 3, 0, 1, 0, 10, 10, 0, 10, 8, 7, 10, 8, 7, 8, 5, 7, 5, 3, 3, 5, 3, 5, 7, 5, 7, 10, 0, 10, 0, 10, 8, 7, 8, 7, 10, 8, 7, 10, 7, 8, 10, 0, 1, 0, 0, 1, 0, 1, 0, 10, 8, 7, 5, 3, 2, 10, 0, 1, 0, 0, 7, 10, 0, 10, 0, 2, 3, 2, 2, 2, 0, 0, 10, 1, 0, 10, 0, 2, 3, 2, 3, 10, 3, 2, 3, 2, 7, 5, 2, 5, 3, 2, 3, 0, 1, 0, 1, 5, 3, 5, 3, 1, 0, 10, 8, 10, 0, 10, 8, 7, 8, 10, 8, 7, 5, 8, 7, 5, 7, 5, 3, 2, 3]
Maru bihag	Kalyan	[10, 2, 3, 7, 5, 3, 5, 3, 2, 2, 3, 5, 3, 2, 3, 7, 2, 3, 7, 9, 10, 9, 10, 9, 7, 3, 8, 8, 7, 7, 10, 9, 0, 10, 10, 9, 7, 9, 7, 7, 5, 3, 5, 5, 3]
Marva	Marva	[2, 2, 4, 4, 7, 7, 0, 9, 9, 0, 0, 4, 2, 2, 4, 5, 3, 2, 4, 4, 2, 2, 0, 7, 0, 9, 9, 7, 7, 4, 0, 3, 3, 2, 2, 4, 2, 4, 4, 2, 4, 2, 4, 0, 9, 2, 0, 0, 4, 2, 7, 4, 7, 7, 9, 0, 9, 0, 9, 9, 7, 7, 4, 0, 2, 9, 7, 0, 9, 0, 9, 0, 0, 9, 0, 9, 7, 4, 2, 4, 0, 0, 9, 9, 0, 2, 4, 2, 4, 2, 2, 0, 0, 9, 0, 9, 9, 7, 7, 4, 4, 7, 9, 0, 9, 9, 7, 7, 4, 4, 3]
Megh	Khamaj	[10, 3, 5, 8, 5, 5, 10, 8, 10, 5, 10, 3, 1, 3, 1, 3, 10, 3, 10, 1, 10, 5, 8, 5, 8, 5, 10, 3, 1, 3, 1, 3, 10, 1, 1, 10, 10, 10, 5, 10, 8, 5, 8, 5, 5, 10, 5, 3, 3, 3, 8, 10, 5, 3, 5, 10, 10, 8, 10, 1, 10, 1, 10, 8, 1, 10, 10, 10, 3, 8, 5, 5, 5, 3, 5, 10, 8, 5, 10, 8, 5, 8, 5, 5, 3, 1, 10, 10, 10, 5, 3]
Miyan ki malhar	Kafi	[3, 3, 8, 5, 5, 8, 5, 10, 8, 8, 10, 10, 10, 1, 0, 1, 0, 1, 0, 2, 2, 2, 3, 3, 0, 3, 3, 0, 0, 1, 1, 8, 8, 10, 1, 10, 8, 6, 8, 6, 8, 6, 8, 8, 5, 3, 10, 1, 3, 5, 3, 5, 1, 1, 3, 1, 0, 2, 10, 2, 3, 2, 5, 10, 2, 3, 8, 6, 5, 8, 6, 5, 8, 6, 5, 8, 10, 8, 6, 8, 8, 5, 3, 5, 10, 10, 8, 6, 8, 6, 8, 8, 5, 3, 5, 3, 1, 0, 2, 3]
Miyan ki todi	Todi	[3, 3, 4, 4, 6, 6, 11, 9, 11, 11, 2, 2, 2, 3, 3, 3, 2, 2, 11, 11, 10, 10, 9, 9, 6, 6, 4, 4, 3, 2, 11, 11, 2, 3, 3, 6, 4, 6, 4, 3, 11, 2, 3, 4, 4, 4, 4, 6, 3, 4, 6, 9, 6, 4, 4, 6, 6, 4, 4, 3, 3, 6, 4, 4, 6, 4, 6, 11, 9, 11, 9, 11, 6, 9, 11, 2, 2, 11, 11, 11, 10, 9, 10, 9, 9, 11, 11, 9, 9, 6, 6, 9, 6, 4, 6, 4, 6, 6, 4, 4, 3]
Multani	Todi	[11, 2, 3, 6, 4, 3, 3, 2, 3, 3, 9, 6, 9, 9, 6, 3, 9, 6, 10, 9, 10, 9, 11, 10, 10, 9, 6, 9, 6, 9, 6, 6, 9, 6, 4, 3, 3, 2, 3]
Nayaki kanada	Kafi	[5, 3, 1, 3, 5, 3, 1, 1, 3, 1, 3, 5, 5, 5, 3, 3, 5, 6, 5, 6, 5, 6, 6, 6, 8, 8, 6, 8, 3, 5, 8, 10, 8, 5, 3, 5, 3, 5, 3, 1, 3, 1, 3]
Puriya	Marva	[0, 3, 2, 4, 3, 2, 2, 4, 7, 7, 0, 9, 9, 2, 0, 0, 2, 3, 3, 3, 2, 2, 0, 0, 9, 9, 7, 4, 9, 7, 7, 4, 4, 3, 4, 3, 2, 3, 2, 4, 3, 2, 4, 3, 2, 2, 4, 2, 0, 2, 0, 9, 9, 0, 9, 0, 9, 2, 0, 2, 0, 2, 2, 0, 2, 0, 9, 2, 0, 2, 2, 0, 3, 2, 4, 3, 2, 4, 7, 4, 7, 9, 0, 9, 7, 9, 9, 7, 7, 0, 9, 0, 0, 2, 0, 9, 9, 7, 9, 9, 7, 7, 4, 9, 7, 7, 4, 3, 3]
Puriya dhanashri	Purvi	[2, 4, 7, 7, 9, 9, 11, 2, 3, 3, 3, 2, 11, 11, 10, 10, 9, 7, 7, 4, 3, 11, 3, 2, 4, 3, 3, 3, 4, 3, 2, 4, 7, 4, 9, 7, 4, 7, 9, 10, 10, 9, 7, 11, 9, 11, 9, 11, 9, 11, 2, 2, 9, 7, 9, 11, 2, 3, 11, 3, 2, 3, 2, 11, 10, 10, 9, 10, 9, 7, 9, 7, 4, 7, 11, 2, 4, 11, 4, 2, 2, 11, 10, 10, 9, 7, 9, 11, 9, 11, 3, 3, 3, 3, 3, 4, 3, 2, 11, 2, 4, 7, 7, 4, 3, 2, 2, 4, 9, 7, 4, 3, 3, 3, 11, 10, 10, 9, 11, 3, 2, 4, 2, 11, 10, 11, 10, 9, 10, 9, 7, 9, 7, 4, 7, 7, 4, 2, 11, 9, 7, 9, 7, 4, 7, 9, 10, 9, 7, 9, 7, 4, 4, 9, 7, 9, 7, 4, 7, 3, 2, 7, 3, 2, 3]
Puriya kalyan	Marva	[2, 4, 7, 9, 0, 2, 3, 3, 2, 0, 10, 9, 7, 4, 3, 2, 0, 2, 4, 7, 2, 4, 9, 7, 4, 3, 3, 4, 7, 9, 0, 7, 9, 7, 7, 9, 0, 3, 2, 4, 3, 2, 3, 0, 2, 2, 4, 2, 2, 0, 10, 9, 10, 9, 0, 2, 2, 3, 3, 3, 4, 3, 2, 3, 2, 2, 4, 7, 7, 7, 4, 2, 0, 2, 4, 2, 2, 0, 10, 9, 10, 9, 7, 7, 4, 0, 9, 0, 7, 9, 7, 7, 9, 7, 7, 4, 4, 3]
Purvi	Purvi	[3, 2, 2, 4, 2, 4, 4, 7, 7, 10, 9, 9, 11, 2, 2, 3, 3, 3, 2, 2, 11, 11, 10, 9, 9, 7, 7, 8, 7, 8, 7, 4, 7, 7, 4, 7, 8, 8, 7, 7, 9, 9, 7, 7, 4, 3, 11, 3, 2, 4, 3, 2, 3, 2, 2, 4, 7, 4, 7, 2, 4, 7, 8, 8, 7, 2, 4, 7, 9, 7, 4, 4, 7, 4, 7, 9, 10, 10, 9, 11, 10, 10, 11, 10, 9, 10, 9, 10, 7, 8, 7, 2, 4, 7, 9, 11, 9, 9, 7, 7, 4, 4, 3]
Rageshri	Khamaj	[8, 8, 7, 8, 7, 7, 7, 5, 3, 3, 0, 1, 1, 0, 0, 1, 5, 3, 1, 0, 1, 0, 1, 3, 7, 7, 8, 8, 8, 1, 5, 3, 1, 0, 0, 1, 3, 7, 7, 8, 8, 8, 3, 7, 8, 0, 0, 8, 7, 8, 0, 1, 1, 0, 8, 7, 8, 7, 5, 7, 8, 7, 5, 5, 3, 1, 1, 3, 8, 7, 8, 7, 8, 3, 1, 0, 0, 1, 3, 7, 7, 8, 7, 8, 7, 5, 5, 3, 1, 1, 3, 3, 7, 7, 8, 0, 0, 8, 7, 8, 0, 1, 1, 0, 1, 0, 1, 7, 3, 1, 0, 3, 1, 0, 1, 0, 8, 7, 8, 0, 1, 0, 8, 1, 3, 7, 8, 0, 1, 0, 8, 3, 5, 1, 0, 1, 3, 7, 8, 1, 0, 8, 7, 8, 7, 5, 3, 3, 7, 8, 7, 8, 1, 0, 0, 1, 1, 7, 3, 0, 0, 3, 1, 1, 3, 3, 0, 1, 3, 7, 7, 8, 7, 8, 7, 8, 7, 5, 3, 1, 1, 3, 8, 7, 3, 1, 0, 0, 1, 5, 3, 3, 1, 1, 0, 0, 8, 7, 8, 0, 1, 5, 3, 1, 3, 1, 0, 8, 7, 8, 3, 5, 1, 3, 7, 8, 1, 0, 8, 7, 8, 7, 5, 3, 3, 0, 1, 3]
Ramkali	Marva/Bhairav	[7, 7, 8, 7, 10, 8, 7, 4, 3, 3, 2, 3, 4, 7, 8, 8, 7, 8, 4, 7, 8, 11, 10, 1, 11, 10, 10, 9, 10, 9, 10, 10, 11, 11, 2, 10, 9, 10, 9, 7, 8, 7, 8, 10, 9, 7, 8, 4, 8, 7, 10, 8, 8, 10, 9, 7, 7, 10, 8, 7, 4, 3, 2, 3]
Shahana	Kafi	[3, 1, 1, 3, 6, 8, 10, 8, 6, 8, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 10, 10, 0, 10, 0, 10, 8, 8, 1, 10, 10, 3, 0, 0, 1, 3, 1, 0, 1, 10, 10, 8, 1, 10, 8, 6, 6, 6, 8, 10, 8, 6, 5, 3, 5, 3, 1, 3, 3, 8, 8, 8, 10, 8, 10, 8, 10, 8, 10, 1, 10, 8, 6, 8, 6, 6, 8, 0, 0, 1, 1, 0, 6, 8, 0, 1, 3, 1, 1, 10, 10, 0, 10, 8, 1, 10, 10, 3, 3, 8, 6, 8, 0, 1, 10, 10, 3, 1, 3, 3, 10, 1, 3, 5, 5, 3, 1, 0, 0, 1, 0, 1, 3, 1, 0, 0, 1, 10, 10, 8, 6, 8, 0, 1, 10, 10, 1, 10, 1, 10, 10, 3, 3, 1, 3, 8, 6, 6, 8, 6, 5, 3, 5, 6, 5, 3, 1, 1, 3, 5, 3, 3, 1, 5, 3, 1, 0, 0, 1, 3, 1, 0, 10, 8, 8, 0, 1, 5, 3, 5, 3, 1, 1, 0, 1, 0, 3, 1, 10, 8, 6, 8, 0, 1, 1, 10, 10, 1, 10, 8, 6, 8, 6, 6, 8, 6, 5, 3, 5, 6, 5, 3, 3]
Shankara	Bilaval	[10, 3, 3, 10, 7, 7, 10, 7, 10, 5, 7, 7, 10, 10, 2, 2, 3, 2, 0, 3, 2, 2, 3, 10, 3, 3, 2, 2, 0, 10, 10, 10, 7, 3, 7, 7, 10, 7, 5, 7, 5, 3, 10, 3, 7, 7, 10, 7, 5, 7, 5, 3, 2, 2, 3, 7, 7, 10, 7, 5, 7, 5, 7, 10, 10, 10, 2, 2, 0, 10, 7, 10, 7, 5, 7, 5, 7, 10, 2, 2, 2, 0, 2, 2, 0, 2, 5, 2, 5, 3, 2, 2, 0, 10, 7, 10, 7, 5, 7, 5, 7, 10, 2, 2, 0, 3, 2, 5, 3, 2, 2, 0, 3, 2, 0, 10, 7, 10, 7, 5, 7, 5, 3]
Shri	Purvi	[3, 4, 4, 10, 9, 10, 9, 10, 9, 10, 2, 2, 3, 2, 3, 4, 4, 3, 3, 2, 3, 4, 4, 2, 2, 11, 11, 10, 9, 9, 10, 10, 11, 11, 9, 9, 7, 7, 4, 4, 4, 10, 10, 4, 4, 7, 7, 4, 4, 3, 4, 4, 10, 10, 4, 9, 9, 11, 9, 9, 10, 7, 7, 4, 3, 4, 9, 9, 11, 2, 2, 2, 11, 11, 11, 9, 9, 9, 11, 11, 9, 9, 7, 7, 4, 3, 4, 10, 9, 10, 7, 4, 4, 4, 7, 7, 4, 4, 3]
Shuddh kalyan	Kalyan	[0, 3, 0, 3, 3, 7, 5, 5, 7, 5, 7, 5, 3, 3, 5, 3, 5, 7, 7, 5, 7, 5, 3, 0, 3, 3, 0, 3, 3, 5, 5, 3, 0, 3, 0, 7, 5, 7, 7, 5, 7, 5, 3, 7, 5, 10, 7, 10, 9, 7, 7, 9, 5, 7, 7, 10, 9, 0, 10, 9, 10, 7, 5, 5, 7, 10, 7, 5, 3, 3, 3, 0, 3, 5, 7, 5, 3, 5, 7, 7, 5, 3, 0, 10, 7, 5, 7, 5, 3, 3, 2, 5, 3, 5, 7, 7, 5, 3, 0, 7, 7, 5, 3, 10, 10, 7, 7, 5, 7, 5, 7, 5, 7, 5, 10, 7, 7, 7, 5, 7, 10, 9, 0, 10, 7, 5, 7, 5, 3, 3, 5, 7, 10, 3, 0, 0, 3, 3, 5, 5, 7, 2, 3, 7, 5, 10, 9, 7, 7, 5, 7, 10, 9, 10, 7, 5, 3, 7, 5, 7, 10, 10, 3, 0, 3, 0, 3, 0, 3, 3, 3, 2, 5, 5, 3, 3, 0, 3, 2, 5, 7, 5, 5, 3, 0, 0, 10, 7, 5, 3, 0, 0, 7, 10, 3, 0, 0, 3, 3, 10, 0, 3, 5, 7, 5, 3, 0, 7, 7, 5, 3, 3, 0, 0, 10, 10, 10, 9, 10, 7, 5, 5, 10, 10, 7, 7, 5, 7, 5, 7, 5, 7, 10, 9, 0, 10, 7, 5, 5, 7, 3, 0, 3, 3]
Shuddh sarang	Bilaval/Kalyan	[3, 8, 8, 5, 2, 3, 5, 3, 2, 2, 3, 3, 2, 0, 3, 2, 5, 3, 3, 8, 5, 9, 10, 10, 5, 9, 10, 9, 0, 10, 9, 10, 8, 8, 5, 5, 9, 10, 2, 10, 2, 3, 2, 0, 10, 10, 5, 9, 0, 10, 9, 9, 9, 8, 8, 5, 3, 8, 5, 3]
Shyam kalyan	Kalyan	[3, 3, 5, 9, 9, 9, 10, 10, 10, 9, 10, 10, 5, 10, 9, 10, 9, 0, 0, 0, 10, 10, 10, 7, 7, 7, 10, 8, 7, 8, 5, 3, 3, 5, 3, 2, 0, 2, 0, 2, 5, 8, 2, 3, 8, 7, 8, 7, 7, 8, 7, 5, 5, 9, 9, 10, 10, 5, 9, 9, 10, 10, 0, 0, 2, 2, 0, 10, 9, 10, 10, 10, 7, 7, 8, 7, 10, 8, 7, 8, 7, 8, 5, 2, 2, 3, 5, 3]
Sindhura	Kafi	[3, 5, 8, 6, 6, 5, 1, 0, 3, 5, 6, 5, 6, 5, 3, 6, 5, 8, 10, 0, 0, 0, 3, 1, 1, 0, 0, 0, 10, 10, 8, 10, 0, 1, 10, 0, 3, 5, 3, 3, 1, 1, 0, 0, 10, 8, 10, 0, 10, 8, 6, 6, 5, 3, 3, 5, 8, 6, 6, 5, 5, 1, 0, 1, 3, 10, 0, 3, 5, 6, 5, 3, 5, 8, 10, 0, 1, 0, 10, 10, 0, 8, 10, 0, 3, 5, 6, 5, 3, 1, 1, 0, 0, 10, 8, 10, 0, 10, 8, 6, 6, 3, 5, 6, 5, 3, 5, 3]
Sohini	Marva	[3, 3, 7, 7, 0, 9, 9, 2, 0, 0, 3, 2, 3, 3, 4, 4, 3, 0, 3, 4, 2, 2, 0, 0, 9, 9, 7, 7, 4, 4, 3, 3, 3, 7, 7, 9, 0, 9, 7, 9, 9, 7, 7, 9, 2, 2, 3, 2, 0, 0, 2, 0, 9, 0, 9, 7, 9, 9, 7, 4, 7, 9, 0, 2, 3, 4, 3, 3, 3, 2, 0, 2, 0, 9, 0, 2, 4, 3, 9, 0, 2, 3, 2, 4, 3, 2, 0, 2, 2, 0, 0, 9, 0, 9, 7, 9, 9, 7, 7, 9, 2, 2, 0, 9, 9, 0, 7, 7, 4, 3]
Sur malhar	Bilaval/Khamaj	[10, 3, 2, 3, 2, 3, 5, 8, 5, 8, 8, 5, 8, 5, 8, 5, 8, 10, 10, 0, 10, 8, 5, 5, 8, 10, 1, 0, 3, 1, 0, 1, 8, 10, 0, 10, 8, 5, 8, 5, 8, 8, 8, 5, 5, 8, 8, 5, 2, 2, 10, 2, 3, 5, 3, 8, 5, 8, 10, 3, 2, 5, 3, 2, 3, 1, 0, 0, 10, 8, 8, 1, 10, 10, 1, 0, 0, 1, 10, 10, 10, 0, 10, 8, 8, 5, 8, 8, 8, 5, 8, 10, 5, 3, 3, 1, 0, 10, 8, 10, 1, 0, 10, 10, 0, 1, 0, 1, 0, 10, 8, 8, 5, 5, 8, 8, 5, 8, 10, 1, 0, 8, 10, 0, 5, 8, 2, 3, 10, 2, 3, 5, 8, 10, 0, 1, 8, 5, 8, 10, 8, 5, 8, 5, 2, 2, 10, 2, 3, 5, 3, 8, 5, 5, 2, 3, 10, 3, 10, 3, 2, 5, 5, 1, 0, 10, 8, 8, 10, 1, 0, 1, 0, 10, 8, 10, 1, 10, 10, 10, 3, 2, 3, 3, 10, 2, 3, 8, 5, 5, 8, 5, 5, 3, 2, 5, 3, 2, 3, 1, 0, 10, 8, 8, 10, 1, 10, 10, 3, 2, 5, 3, 2, 3, 1, 0, 10, 8, 8, 10, 1, 10, 10, 0, 10, 8, 8, 5, 10, 8, 8, 2, 3, 5, 8, 10, 0, 8, 10, 0, 1, 0, 8, 5, 2, 3, 10, 3, 2, 3, 3]
Tilak kamod	Bilaval	[10, 2, 2, 3, 3, 7, 5, 7, 5, 3, 3, 3, 8, 5, 10, 8, 1, 10, 10, 3, 3, 1, 10, 10, 0, 10, 8, 7, 8, 8, 7, 10, 8, 7, 3, 7, 5, 7, 3, 7, 5, 7, 5, 3, 3]
Yaman	Kalyan	[2, 7, 5, 9, 7, 0, 9, 2, 0, 2, 0, 9, 0, 2, 3, 2, 0, 0, 2, 0, 10, 9, 7, 5, 7, 9, 0, 10, 9, 9, 7, 5, 0, 2, 7, 5, 7, 5, 3]
