Deshi	Kafi	[3, 6, 5, 3, 6, 5, 6, 5, 3, 5, 3, 1, 1, 1, 1, 10, 1, 3, 3, 3, 8, 5, 10, 8, 10, 8, 0, 10, 0, 0, 10, 8, 8, 10, 0, 10, 8, 6, 5, 8, 6, 5, 6, 5, 3, 5, 3, 1, 1, 3, 3]
Dhani	Kafi	[1, 3, 3, 1, 3, 1, 6, 6, 3, 10, 1, 3, 6, 8, 8, 6, 6, 6, 1, 3, 6, 8, 10, 6, 8, 10, 6, 8, 10, 1, 1, 10, 1, 10, 8, 6, 5, 6, 3, 6, 8, 10, 1, 10, 8, 1, 10, 1, 10, 8, 1, 10, 1, 8, 10, 1, 8, 10, 8, 6, 6, 10, 8, 6, 3, 1, 3, 6, 6, 3]
Durga	Bilaval	[3, 8, 5, 8, 5, 8, 5, 10, 5, 10, 8, 0, 10, 0, 5, 10, 8, 3, 0, 3, 3, 0, 10, 8, 5, 3, 8, 5, 3, 0, 0, 3]
Gaud malhar	Bilaval/Khamaj	[3, 2, 3, 3, 5, 7, 5, 3, 2, 3, 7, 5, 7, 8, 7, 8, 7, 8, 8, 8, 1, 10, 10, 0, 10, 10, 8, 7, 8, 7, 10, 7, 10, 8, 7, 8, 8, 7, 8, 7, 8, 7, 5, 2, 3, 5, 3, 5, 8, 7, 10, 8, 7, 8, 7, 8, 7, 5, 8, 7, 5, 10, 10, 8, 7, 8, 5, 8, 5, 5, 10, 10, 7, 8, 7, 8, 0, 10, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 10, 10, 8, 10, 8, 7, 7, 8, 5, 7, 5, 5, 10, 8, 8, 7, 7, 5, 8, 7, 8, 7, 5, 2, 3, 5, 3, 8, 5, 8, 5, 10, 10, 0, 1, 0, 10, 8, 8, 10, 0, 2, 3, 3, 8, 10, 0, 2, 3, 3, 2, 3, 3, 0, 2, 3, 2, 5, 3, 3, 0, 0, 1, 3, 1, 0, 1, 0, 1, 1, 10, 10, 8, 10, 0, 2, 3, 2, 5, 5, 3, 2, 2, 3, 0, 2, 2, 3, 5, 5, 3, 2, 3, 0, 1, 10, 8, 10, 8, 7, 5, 7, 5, 10, 10, 0, 0, 1, 10, 10, 8, 7, 10, 8, 7, 8, 7, 8, 5, 3, 2, 5, 3]
Gaud sarang	Bilaval/Kalyan	[3, 3, 7, 8, 7, 5, 8, 7, 3, 7, 5, 8, 7, 7, 10, 9, 10, 10, 9, 10, 9, 10, 9, 10, 8, 7, 8, 5, 7, 5, 8, 7, 3, 7, 5, 8, 7, 8, 7, 10, 10, 7, 5, 3]
Gorakh kalyan	Khamaj	[0, 3, 0, 0, 3, 0, 3, 3, 8, 5, 8, 5, 8, 0, 0, 1, 1, 3, 0, 3, 3, 3, 1, 1, 0, 0, 10, 8, 5, 8, 5, 5, 8, 5, 5, 3, 1, 3, 0, 0, 3, 3, 0, 3, 0, 3, 3, 3, 5, 3, 8, 5, 8, 5, 10, 8, 5, 5, 8, 5, 3, 0, 1, 1, 3, 0, 1, 0, 8, 8, 3, 0, 3, 1, 5, 3, 1, 1, 3, 1, 0, 3, 3, 3, 3, 8, 5, 8, 5, 8, 3, 8, 5, 8, 10, 0, 0, 10, 0, 1, 0, 1, 0, 8, 8, 3, 0, 0, 3, 0, 8, 3, 0, 3, 1, 5, 3, 1, 1, 3, 0, 0, 0, 3, 1, 3, 0, 8, 0, 3, 5, 8, 5, 3, 1, 0, 1, 1, 0, 3, 1, 0, 1, 0, 10, 8, 8, 5, 5, 8, 10, 0, 10, 0, 1, 0, 10, 8, 5, 5, 8, 5, 10, 8, 5, 3, 1, 3, 0, 3]
Gujari todi	Todi	[3, 4, 3, 3, 11, 11, 3, 3, 11, 9, 6, 9, 11, 9, 6, 9, 11, 11, 11, 9, 6, 4, 4, 3, 6, 4, 3, 6, 4, 3]
Gunakri	Bhairav	[11, 3, 3, 4, 4, 8, 8, 10, 11, 11, 3, 3, 3, 11, 11, 10, 10, 8, 8, 4, 4, 3, 10, 3, 11, 4, 11, 3, 4, 8, 8, 4, 3, 4, 8, 8, 10, 10, 8, 10, 8, 8, 4, 4, 10, 4, 10, 8, 10, 11, 10, 11, 11, 3, 3, 11, 11, 10, 8, 10, 8, 10, 10, 8, 10, 10, 8, 10, 11, 11, 10, 10, 8, 8, 4, 4, 10, 10, 8, 4, 4, 3, 11, 3]
Hamir	Kalyan	[3, 8, 7, 7, 10, 9, 10, 10, 9, 10, 9, 10, 0, 10, 9, 10, 7, 7, 8, 7, 8, 7, 5, 7, 8, 2, 0, 0, 0, 2, 0, 9, 2, 0, 0, 3, 2, 2, 5, 5, 3, 2, 3, 2, 0, 0, 2, 0, 2, 0, 10, 9, 10, 10, 10, 9, 2, 0, 0, 2, 0, 2, 0, 10, 9, 10, 7, 10, 9, 0, 10, 9, 10, 10, 8, 7, 7, 8, 5, 7, 7, 8, 7, 0, 10, 9, 10, 7, 7, 8, 7, 5, 10, 10, 7, 7, 8, 5, 3, 2, 3, 5, 2, 3, 8, 7, 7, 10, 9, 10, 10, 10, 9, 10, 10, 2, 0, 2, 0, 0, 2, 3, 2, 3, 5, 3, 2, 0, 2, 0, 10, 9, 10, 10, 9, 0, 2, 9, 10, 0, 2, 3, 2, 0, 10, 9, 10, 5, 10, 9, 0, 10, 9, 10, 10, 7, 7, 7, 8, 5, 7, 7, 8, 2, 0, 0, 10, 10, 9, 10]
Hansadhvani	Bilaval	[10, 3, 3, 7, 5, 5, 7, 7, 10, 7, 10, 2, 2, 3, 3, 3, 2, 2, 10, 10, 7, 7, 5, 5, 2, 2, 10, 10, 3, 10, 2, 3, 5, 7, 10, 7, 5, 5, 7, 7, 5, 5, 2, 2, 10, 10, 3, 3, 5, 7, 5, 7, 10, 10, 7, 10, 7, 5, 7, 10, 10, 7, 10, 2, 2, 2, 2, 10, 7, 5, 7, 10, 7, 5, 3, 7, 5, 5, 2, 2, 10, 10, 3, 10, 3, 5, 7, 10, 10, 7, 10, 2, 2, 5, 2, 5, 10, 7, 7, 10, 7, 10, 2, 2, 2, 7, 10, 2, 3, 2, 10, 3]
Hindol	Kalyan	[0, 3, 3, 7, 7, 0, 9, 9, 2, 0, 0, 3, 3, 3, 0, 0, 9, 9, 7, 3, 9, 7, 7, 3, 9, 3, 0, 0, 0, 0, 3, 0, 0, 3, 2, 2, 0, 3, 3, 3, 3, 0, 3, 3, 7, 7, 7, 7, 3, 7, 3, 7, 9, 9, 9, 9, 9, 7, 7, 0, 3, 7, 9, 9, 7, 9, 7, 7, 3, 3, 3, 3, 7, 0, 9, 2, 0, 2, 9, 0, 0, 9, 9, 9, 3, 0, 3, 0, 3, 0, 0, 3, 3, 0, 0, 9, 0, 3, 3, 3, 0, 3, 3, 3, 0, 0, 0, 3, 3, 7, 7, 7, 3, 0, 7, 3, 3, 0, 0, 9, 7, 3, 7, 9, 3, 0, 3, 9, 3, 0, 3, 3, 0, 9, 7, 3, 7, 9, 7, 3, 9, 7, 3, 9, 3, 3, 0, 3, 3, 3]
Jaijaivanti	Bilaval/Kafi	[3, 3, 2, 5, 3, 2, 3, 1, 0, 0, 1, 5, 5, 5, 7, 8, 5, 7, 8, 10, 0, 1, 10, 8, 7, 7, 8, 8, 7, 5, 5, 6, 5, 6, 5, 3, 2, 3, 3, 3, 1, 0, 0, 1, 5, 5, 1, 10, 7, 5, 5, 7, 8, 7, 8, 7, 5, 5, 6, 5, 2, 2, 3, 7, 5, 7, 8, 10, 10, 5, 7, 7, 8, 8, 10, 10, 0, 10, 8, 7, 7, 7, 10, 8, 7, 8, 7, 5, 5, 7, 8, 10, 0, 1, 10, 0, 10, 7, 10, 8, 7, 7, 5, 5, 5, 2, 2, 3, 5, 1, 0, 1, 0, 5, 1, 1, 0, 10, 10, 8, 1, 10, 10, 2, 3, 3, 10, 2, 3, 5, 5, 5, 6, 5, 5, 3, 1, 0, 0, 0, 1, 5, 5, 6, 5, 5, 6, 3, 3, 3, 10, 3, 2, 5, 3, 1, 0, 0, 0, 1, 10, 10, 10, 0, 8, 7, 8, 5, 5, 7, 8, 1, 1, 0, 0, 1, 10, 10, 0, 10, 8, 8, 7, 10, 8, 7, 8, 8, 5, 5, 6, 5, 2, 2, 3, 5, 1, 0, 10, 5]
Jaunpuri	Asavari	[1, 11, 11, 10, 8, 10, 8, 6, 6, 5, 5, 8, 10, 8, 10, 8, 10, 11, 11, 10, 11, 11, 10, 8, 10, 8, 6, 6, 5, 3, 5, 5, 3, 1, 3, 1, 3, 1, 3, 3, 8, 5, 8, 5, 8, 10, 8, 10, 1, 11, 10, 8, 10, 11, 1, 1, 11, 11, 10, 10, 11, 8, 8, 10, 1, 11, 10, 8, 10, 11, 1, 3, 1, 3, 1, 3, 5, 5, 3, 3, 5, 3, 1, 1, 3, 5, 5, 3, 1, 11, 11, 10, 8, 8, 10, 6, 5, 3, 1, 11, 11, 10, 8, 10, 10, 3, 1, 1, 5, 3, 1, 11, 11, 10, 8, 10, 11, 1, 1, 1, 11, 11, 10, 10, 11, 10, 8, 10, 8, 6, 6, 5, 3, 5, 3, 1, 1, 3]
Jhinjhoti	Khamaj	[0, 3, 1, 1, 0, 1, 0, 3, 3, 5, 7, 7, 5, 3, 0, 3, 5, 8, 7, 10, 8, 7, 8, 7, 5, 3, 3, 5, 7, 8, 7, 5, 3, 7, 5, 3, 1, 1, 0, 1, 0, 5, 5, 3, 1, 1, 0, 0, 1, 0, 3, 1, 1, 0, 10, 10, 0, 1, 10, 0, 8, 10, 0, 1, 10, 0, 3, 0, 1, 10, 0, 8, 8, 5, 8, 0, 1, 10, 0, 3, 5, 7, 5, 3, 5, 8, 7, 8, 8, 7, 8, 7, 7, 5, 3, 5, 8, 7, 5, 3, 7, 5, 10, 8, 10, 10, 10, 0, 0, 1, 0, 10, 10, 1, 0, 1, 1, 1, 0, 0, 10, 8, 10, 0, 10, 8, 7, 5, 3, 5, 8, 10, 0, 10, 0, 3, 1, 1, 0, 10, 10, 0, 10, 0, 8, 7, 5, 3, 5, 8, 7, 5, 3, 10, 0, 0, 10, 8, 8, 10, 0, 0, 10, 1, 0, 0, 3, 3, 3, 1, 5, 3, 5, 3, 1, 0, 1, 1, 0, 0, 10, 8, 10, 0, 10, 1, 0, 0, 3, 10, 0, 3, 5, 7, 8, 8, 8, 7, 7, 5, 3, 3, 7, 5, 5, 7, 7, 5, 3, 3, 5, 7, 5, 3, 3, 0, 3, 1, 5, 3, 1, 1, 0, 1, 0, 10, 8, 10, 0, 1, 10, 0, 0, 5, 3, 1, 0, 1, 1, 0, 0, 10, 8, 10, 0, 10, 8, 7, 5, 3, 5, 7, 7, 5, 3, 1, 0, 1, 1, 0, 3]
